Data Number, is_interesting, Nose x, Nose y, Nose score, Neck x, Neck y, Neck score, RShoulder x, RShoulder y, RShoulder score, RElbow x, RElbow y, RElbow score, RWrist x, RWrist y, RWrist score, LShoulder x, LShoulder y, LShoulder score, LElbow x, LElbow y, LElbow score, LWrist x, LWrist y, LWrist score, RHip x, RHip y, RHip score, RKnee x, RKnee y, RKnee score, RAnkle x, RAnkle y, RAnkle score, LHip x, LHip y, LHip score, LKnee x, LKnee y, LKnee score, LAnkle x, LAnkle y, LAnkle score, REye x, REye y, REye score, LEye x, LEye y, LEye score, REar x, REar y, REar score, LEar x, LEar y, LEar score, Background x, Background y, Background score
104, 1, 0.592391304347826, 0.25925925925925924, 0.87949138879776, 0.4782608695652174, 0.37962962962962965, 0.7051134705543518, 0.33695652173913043, 0.37962962962962965, 0.5495508313179016, 0.42391304347826086, 0.6157407407407407, 0.683894693851471, 0.7228260869565217, 0.6527777777777778, 0.5710184574127197, 0.5978260869565217, 0.38425925925925924, 0.5998056530952454, 0.7989130434782609, 0.49537037037037035, 0.6609097123146057, 0.9510869565217391, 0.5277777777777778, 0.16339142620563507, 0.3423913043478261, 0.7592592592592593, 0.34129247069358826, -1, -1, 0, -1, -1, 0, 0.5163043478260869, 0.7407407407407407, 0.243566632270813, -1, -1, 0, -1, -1, 0, 0.5652173913043478, 0.2222222222222222, 0.8404861092567444, 0.6086956521739131, 0.22685185185185186, 0.6894980072975159, 0.45652173913043476, 0.2175925925925926, 0.787861168384552, -1, -1, 0, -1, -1, 0
105, 1, 0.5434782608695652, 0.25925925925925924, 0.7735558748245239, 0.3967391304347826, 0.3611111111111111, 0.6543306708335876, 0.2391304347826087, 0.35185185185185186, 0.48868903517723083, 0.22282608695652173, 0.5833333333333334, 0.7395671606063843, 0.5217391304347826, 0.6388888888888888, 0.6076024770736694, 0.5217391304347826, 0.3611111111111111, 0.5655573010444641, 0.75, 0.4722222222222222, 0.7006528973579407, -1, -1, 0, 0.16304347826086957, 0.7314814814814815, 0.4135989844799042, 0.15760869565217392, 0.9583333333333334, 0.11968592554330826, -1, -1, 0, 0.3641304347826087, 0.7314814814814815, 0.3460419774055481, 0.28804347826086957, 0.9444444444444444, 0.2329360544681549, -1, -1, 0, 0.5163043478260869, 0.2222222222222222, 0.7563078999519348, 0.5652173913043478, 0.23148148148148148, 0.7099527716636658, 0.4076086956521739, 0.19907407407407407, 0.7705479860305786, -1, -1, 0, -1, -1, 0
107, 1, 0.625, 0.19444444444444445, 0.830759584903717, 0.4782608695652174, 0.2824074074074074, 0.6298472881317139, 0.45652173913043476, 0.2916666666666667, 0.6209076046943665, 0.40217391304347827, 0.46296296296296297, 0.7565367817878723, 0.5815217391304348, 0.4675925925925926, 0.6773933172225952, 0.5054347826086957, 0.2777777777777778, 0.42691177129745483, -1, -1, 0, -1, -1, 0, 0.45108695652173914, 0.5509259259259259, 0.5268456935882568, 0.5869565217391305, 0.7361111111111112, 0.4426182210445404, 0.5652173913043478, 0.8101851851851852, 0.13124080002307892, 0.5054347826086957, 0.5462962962962963, 0.32625970244407654, 0.41304347826086957, 0.7083333333333334, 0.5145716667175293, 0.3858695652173913, 0.8055555555555556, 0.30588701367378235, 0.6086956521739131, 0.1712962962962963, 0.8467010855674744, 0.6304347826086957, 0.17592592592592593, 0.354801207780838, 0.5271739130434783, 0.1574074074074074, 0.865468442440033, -1, -1, 0, -1, -1, 0
108, 1, 0.6467391304347826, 0.3287037037037037, 0.6025837659835815, 0.4945652173913043, 0.3888888888888889, 0.533444881439209, 0.4891304347826087, 0.4074074074074074, 0.6170753240585327, 0.5434782608695652, 0.5879629629629629, 0.6640122532844543, 0.7065217391304348, 0.49537037037037035, 0.6920450329780579, 0.5108695652173914, 0.37962962962962965, 0.32930490374565125, -1, -1, 0, -1, -1, 0, 0.45108695652173914, 0.6898148148148148, 0.31040236353874207, 0.358695652173913, 0.8148148148148148, 0.24092456698417664, 0.2826086956521739, 0.8935185185185185, 0.17385682463645935, 0.3967391304347826, 0.6712962962962963, 0.24894320964813232, 0.358695652173913, 0.8055555555555556, 0.13551032543182373, -1, -1, 0, 0.6413043478260869, 0.30092592592592593, 0.729945182800293, -1, -1, 0, 0.5706521739130435, 0.2824074074074074, 0.8204634189605713, -1, -1, 0, -1, -1, 0
109, 1, 0.5054347826086957, 0.3055555555555556, 0.8630438446998596, 0.42391304347826086, 0.41203703703703703, 0.7617026567459106, 0.33152173913043476, 0.41203703703703703, 0.6863707304000854, 0.2554347826086957, 0.5694444444444444, 0.7209974527359009, 0.41847826086956524, 0.6064814814814815, 0.6513084173202515, 0.5108695652173914, 0.4027777777777778, 0.7395455837249756, 0.6086956521739131, 0.5, 0.7459629774093628, 0.6739130434782609, 0.4166666666666667, 0.8798439502716064, 0.375, 0.6944444444444444, 0.5115638375282288, 0.40217391304347827, 0.8379629629629629, 0.48158928751945496, 0.30434782608695654, 0.9212962962962963, 0.19329838454723358, 0.4673913043478261, 0.6898148148148148, 0.39498478174209595, 0.42391304347826086, 0.8425925925925926, 0.2349514216184616, 0.40217391304347827, 0.9351851851851852, 0.12045463919639587, 0.483695652173913, 0.2824074074074074, 0.9047061204910278, 0.5163043478260869, 0.28703703703703703, 0.7247248888015747, 0.40217391304347827, 0.2824074074074074, 0.8650006055831909, -1, -1, 0, -1, -1, 0
110, 1, 0.46195652173913043, 0.27314814814814814, 0.8506691455841064, 0.3858695652173913, 0.37962962962962965, 0.6295828819274902, 0.3804347826086957, 0.38425925925925924, 0.2943193316459656, 0.5760869565217391, 0.42592592592592593, 0.392057329416275, -1, -1, 0, 0.44021739130434784, 0.36574074074074076, 0.3425486385822296, 0.5815217391304348, 0.4166666666666667, 0.16265788674354553, 0.7010869565217391, 0.3888888888888889, 0.4704165458679199, 0.4076086956521739, 0.625, 0.37578442692756653, 0.41304347826086957, 0.8055555555555556, 0.5144315361976624, 0.3695652173913043, 0.9722222222222222, 0.26657184958457947, 0.375, 0.625, 0.14218398928642273, 0.3695652173913043, 0.7962962962962963, 0.3880055844783783, 0.33152173913043476, 0.9537037037037037, 0.34224897623062134, 0.44021739130434784, 0.25925925925925924, 0.800276517868042, 0.4782608695652174, 0.25925925925925924, 0.6965076327323914, 0.3695652173913043, 0.25925925925925924, 0.8142603039741516, -1, -1, 0, -1, -1, 0
111, 1, 0.42391304347826086, 0.27314814814814814, 0.8075617551803589, 0.42934782608695654, 0.36574074074074076, 0.6864402294158936, 0.33152173913043476, 0.37962962962962965, 0.7044191360473633, 0.266304347826087, 0.5185185185185185, 0.6809181571006775, 0.3967391304347826, 0.5879629629629629, 0.6721410751342773, 0.5271739130434783, 0.35185185185185186, 0.546850323677063, -1, -1, 0, -1, -1, 0, 0.391304347826087, 0.6342592592592593, 0.4912840723991394, 0.3967391304347826, 0.8240740740740741, 0.7094995975494385, 0.3695652173913043, 0.9675925925925926, 0.2522341012954712, 0.5054347826086957, 0.6296296296296297, 0.4517138600349426, 0.4891304347826087, 0.7962962962962963, 0.6102176904678345, 0.4782608695652174, 0.8935185185185185, 0.5517086386680603, 0.40217391304347827, 0.25462962962962965, 0.7853540778160095, 0.45108695652173914, 0.25462962962962965, 0.81979900598526, 0.375, 0.2638888888888889, 0.6692605018615723, 0.4891304347826087, 0.25925925925925924, 0.8322919607162476, -1, -1, 0
112, 1, 0.4782608695652174, 0.2824074074074074, 0.35718461871147156, 0.34782608695652173, 0.3611111111111111, 0.6320720911026001, 0.3858695652173913, 0.37962962962962965, 0.534883439540863, 0.40217391304347827, 0.5416666666666666, 0.5897019505500793, 0.483695652173913, 0.5601851851851852, 0.6245659589767456, 0.30978260869565216, 0.35185185185185186, 0.3694702386856079, -1, -1, 0, -1, -1, 0, 0.3858695652173913, 0.6342592592592593, 0.25918352603912354, 0.375, 0.7916666666666666, 0.26177796721458435, -1, -1, 0, 0.32608695652173914, 0.625, 0.07870205491781235, -1, -1, 0, -1, -1, 0, 0.483695652173913, 0.2638888888888889, 0.428794264793396, -1, -1, 0, 0.45108695652173914, 0.25, 0.817925214767456, -1, -1, 0, -1, -1, 0
113, 1, 0.5108695652173914, 0.4212962962962963, 0.8098013997077942, 0.5815217391304348, 0.5138888888888888, 0.5178372263908386, 0.45652173913043476, 0.49074074074074076, 0.3141850233078003, -1, -1, 0, -1, -1, 0, 0.717391304347826, 0.5, 0.22991664707660675, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, 0.5, 0.4027777777777778, 0.7987940311431885, 0.5434782608695652, 0.39814814814814814, 0.83783358335495, -1, -1, 0, 0.6358695652173914, 0.4027777777777778, 0.8061558604240417, -1, -1, 0
114, 1, 0.4891304347826087, 0.37962962962962965, 0.8058066964149475, 0.5434782608695652, 0.5, 0.5356959104537964, 0.41304347826086957, 0.48148148148148145, 0.30790257453918457, -1, -1, 0, -1, -1, 0, 0.6739130434782609, 0.48148148148148145, 0.3597508668899536, -1, -1, 0, -1, -1, 0, 0.45652173913043476, 0.8935185185185185, 0.2107946276664734, -1, -1, 0, -1, -1, 0, 0.6304347826086957, 0.9074074074074074, 0.3013670742511749, -1, -1, 0, -1, -1, 0, 0.47282608695652173, 0.3611111111111111, 0.7979591488838196, 0.5217391304347826, 0.3611111111111111, 0.8870759010314941, -1, -1, 0, 0.6032608695652174, 0.375, 0.8077969551086426, -1, -1, 0
115, 1, 0.483695652173913, 0.24074074074074073, 0.8763874769210815, 0.43478260869565216, 0.3287037037037037, 0.7634814977645874, 0.3532608695652174, 0.3287037037037037, 0.6581194996833801, 0.2391304347826087, 0.4027777777777778, 0.5967445969581604, 0.33152173913043476, 0.46296296296296297, 0.47658565640449524, 0.5163043478260869, 0.32407407407407407, 0.6512367129325867, 0.625, 0.35185185185185186, 0.29356029629707336, 0.7554347826086957, 0.37037037037037035, 0.45741474628448486, 0.41847826086956524, 0.5462962962962963, 0.5978655815124512, 0.4076086956521739, 0.7083333333333334, 0.6785740852355957, 0.3695652173913043, 0.8472222222222222, 0.48949503898620605, 0.5217391304347826, 0.5324074074074074, 0.5915998220443726, 0.4891304347826087, 0.6851851851851852, 0.6158948540687561, 0.4673913043478261, 0.8009259259259259, 0.71229487657547, 0.46195652173913043, 0.23148148148148148, 0.8818663358688354, 0.4945652173913043, 0.22685185185185186, 0.8444388508796692, 0.40217391304347827, 0.23148148148148148, 0.8286303281784058, -1, -1, 0, -1, -1, 0
116, 1, 0.6467391304347826, 0.2916666666666667, 0.6193209290504456, 0.7228260869565217, 0.3425925925925926, 0.6755960583686829, 0.657608695652174, 0.32407407407407407, 0.38190075755119324, 0.6195652173913043, 0.37962962962962965, 0.09681408107280731, 0.6195652173913043, 0.35185185185185186, 0.3458231985569, 0.8043478260869565, 0.35648148148148145, 0.6116494536399841, 0.7663043478260869, 0.4722222222222222, 0.27750930190086365, -1, -1, 0, 0.6141304347826086, 0.5601851851851852, 0.4789312779903412, 0.6032608695652174, 0.7129629629629629, 0.5375170707702637, 0.5978260869565217, 0.8518518518518519, 0.4210171103477478, 0.717391304347826, 0.5787037037037037, 0.4355491101741791, 0.7010869565217391, 0.7407407407407407, 0.4520218074321747, 0.6902173913043478, 0.9027777777777778, 0.3135274648666382, 0.6467391304347826, 0.27314814814814814, 0.29654499888420105, 0.6739130434782609, 0.2824074074074074, 0.8776874542236328, -1, -1, 0, 0.75, 0.26851851851851855, 0.8515522480010986, -1, -1, 0
117, 1, 0.5, 0.24074074074074073, 0.8060464262962341, 0.4945652173913043, 0.3472222222222222, 0.6820254325866699, 0.41304347826086957, 0.3333333333333333, 0.4462597668170929, -1, -1, 0, -1, -1, 0, 0.5869565217391305, 0.37037037037037035, 0.6063122749328613, 0.5380434782608695, 0.5, 0.24645791947841644, 0.5380434782608695, 0.5972222222222222, 0.13424107432365417, 0.375, 0.5787037037037037, 0.34213560819625854, 0.3804347826086957, 0.7592592592592593, 0.48515307903289795, 0.391304347826087, 0.9074074074074074, 0.2065679281949997, 0.4891304347826087, 0.5925925925925926, 0.46036770939826965, 0.483695652173913, 0.7962962962962963, 0.5353441834449768, 0.483695652173913, 0.9490740740740741, 0.4490472078323364, 0.483695652173913, 0.2175925925925926, 0.8181316256523132, 0.532608695652174, 0.2222222222222222, 0.833746075630188, 0.46195652173913043, 0.22685185185185186, 0.2423321008682251, 0.5815217391304348, 0.24074074074074073, 0.7945572733879089, -1, -1, 0
118, 1, 0.42391304347826086, 0.25462962962962965, 0.8252519965171814, 0.483695652173913, 0.33796296296296297, 0.6904731392860413, 0.4076086956521739, 0.3194444444444444, 0.4465014338493347, 0.3858695652173913, 0.4444444444444444, 0.09833605587482452, 0.391304347826087, 0.3611111111111111, 0.244426429271698, 0.5652173913043478, 0.35185185185185186, 0.5791179537773132, 0.5380434782608695, 0.48148148148148145, 0.2830418050289154, -1, -1, 0, 0.375, 0.6018518518518519, 0.2937920391559601, 0.40217391304347827, 0.7546296296296297, 0.3720123767852783, 0.41304347826086957, 0.8842592592592593, 0.22100648283958435, 0.4945652173913043, 0.6064814814814815, 0.40976086258888245, 0.4945652173913043, 0.7777777777777778, 0.3913158178329468, 0.5108695652173914, 0.9305555555555556, 0.5807939171791077, 0.41304347826086957, 0.23148148148148148, 0.8033615350723267, 0.45108695652173914, 0.2361111111111111, 0.7697304487228394, -1, -1, 0, 0.5271739130434783, 0.23148148148148148, 0.8845552802085876, -1, -1, 0
119, 1, 0.45108695652173914, 0.19444444444444445, 0.8106716275215149, 0.5163043478260869, 0.2962962962962963, 0.6799727082252502, 0.40217391304347827, 0.3055555555555556, 0.7198821306228638, 0.3804347826086957, 0.44907407407407407, 0.5175451636314392, 0.34782608695652173, 0.5046296296296297, 0.23678836226463318, 0.6413043478260869, 0.2916666666666667, 0.6331915855407715, 0.7336956521739131, 0.4074074074074074, 0.7501286268234253, 0.6847826086956522, 0.4675925925925926, 0.7147552967071533, 0.44021739130434784, 0.5185185185185185, 0.15641912817955017, -1, -1, 0, -1, -1, 0, 0.6467391304347826, 0.5277777777777778, 0.11943303793668747, -1, -1, 0, -1, -1, 0, 0.42391304347826086, 0.17592592592592593, 0.7963786125183105, 0.483695652173913, 0.16666666666666666, 0.7970471382141113, -1, -1, 0, 0.5489130434782609, 0.1574074074074074, 0.8468515872955322, -1, -1, 0
120, 1, -1, -1, 0, 0.3858695652173913, 0.4027777777777778, 0.6725800633430481, 0.47282608695652173, 0.4027777777777778, 0.508048951625824, 0.532608695652174, 0.5555555555555556, 0.28905847668647766, -1, -1, 0, 0.30434782608695654, 0.4027777777777778, 0.4689779579639435, 0.33152173913043476, 0.5833333333333334, 0.3183489143848419, 0.2391304347826087, 0.6805555555555556, 0.36991122364997864, 0.43478260869565216, 0.7453703703703703, 0.07768581807613373, -1, -1, 0, -1, -1, 0, 0.3858695652173913, 0.7268518518518519, 0.09475776553153992, -1, -1, 0, -1, -1, 0, -1, -1, 0, -1, -1, 0, 0.41304347826086957, 0.2824074074074074, 0.5273112654685974, 0.30434782608695654, 0.28703703703703703, 0.712485134601593, -1, -1, 0
121, 1, 0.40217391304347827, 0.3055555555555556, 0.7451105713844299, 0.30978260869565216, 0.375, 0.7594184279441833, 0.391304347826087, 0.38425925925925924, 0.5361127853393555, 0.4945652173913043, 0.4305555555555556, 0.35910940170288086, -1, -1, 0, 0.23369565217391305, 0.35648148148148145, 0.5471354126930237, -1, -1, 0, -1, -1, 0, 0.32065217391304346, 0.6018518518518519, 0.4946647882461548, 0.33152173913043476, 0.8240740740740741, 0.5887569785118103, -1, -1, 0, 0.21195652173913043, 0.6203703703703703, 0.4268777072429657, 0.20108695652173914, 0.8194444444444444, 0.45477181673049927, -1, -1, 0, 0.3967391304347826, 0.2916666666666667, 0.8053958415985107, -1, -1, 0, 0.358695652173913, 0.2916666666666667, 0.897998034954071, -1, -1, 0, -1, -1, 0
122, 1, 0.4891304347826087, 0.38425925925925924, 0.7846727967262268, 0.3695652173913043, 0.4583333333333333, 0.639583945274353, 0.4782608695652174, 0.4722222222222222, 0.49868044257164, 0.6195652173913043, 0.5185185185185185, 0.2987392842769623, -1, -1, 0, 0.27717391304347827, 0.4351851851851852, 0.5074649453163147, -1, -1, 0, -1, -1, 0, 0.34782608695652173, 0.7361111111111112, 0.15834864974021912, -1, -1, 0, -1, -1, 0, 0.2608695652173913, 0.6990740740740741, 0.07778392732143402, -1, -1, 0, -1, -1, 0, 0.483695652173913, 0.36574074074074076, 0.841881513595581, -1, -1, 0, 0.43478260869565216, 0.35648148148148145, 0.8763819932937622, -1, -1, 0, -1, -1, 0
123, 1, 0.4673913043478261, 0.3055555555555556, 0.7582340836524963, 0.375, 0.375, 0.7701723575592041, 0.45652173913043476, 0.38425925925925924, 0.5942974090576172, 0.5869565217391305, 0.4537037037037037, 0.6919050216674805, 0.6032608695652174, 0.4027777777777778, 0.6079827547073364, 0.30434782608695654, 0.3611111111111111, 0.5470200777053833, -1, -1, 0, -1, -1, 0, 0.391304347826087, 0.6018518518518519, 0.47916916012763977, 0.391304347826087, 0.8009259259259259, 0.295872300863266, -1, -1, 0, 0.28804347826086957, 0.6064814814814815, 0.4850912392139435, -1, -1, 0, -1, -1, 0, 0.46195652173913043, 0.2916666666666667, 0.7994598150253296, -1, -1, 0, 0.42391304347826086, 0.2916666666666667, 0.8941587805747986, -1, -1, 0, -1, -1, 0
125, 1, -1, -1, 0, 0.391304347826087, 0.36574074074074076, 0.7321892380714417, 0.47282608695652173, 0.37037037037037035, 0.5782558917999268, 0.5652173913043478, 0.4351851851851852, 0.6811370849609375, 0.5434782608695652, 0.3611111111111111, 0.6475462913513184, 0.30434782608695654, 0.35648148148148145, 0.41180941462516785, 0.21739130434782608, 0.3888888888888889, 0.4550326466560364, 0.266304347826087, 0.3333333333333333, 0.5863856077194214, 0.46195652173913043, 0.5694444444444444, 0.53586345911026, 0.46195652173913043, 0.7546296296296297, 0.6528580784797668, 0.45108695652173914, 0.9537037037037037, 0.17150118947029114, 0.34782608695652173, 0.5740740740740741, 0.5640361309051514, 0.34782608695652173, 0.7361111111111112, 0.4559718370437622, 0.375, 0.875, 0.1708195060491562, -1, -1, 0, -1, -1, 0, 0.45652173913043476, 0.2777777777777778, 0.8162167072296143, 0.3804347826086957, 0.2638888888888889, 0.6511210799217224, -1, -1, 0
